LEAID	LEA_NAME	ST_NAME	LEA_CWIFTEST	LEA_CWIFTSE
0506930	Greenland Public Schools	Arkansas	0.852	0.027
0506990	Greenwood School District	Arkansas	0.872	0.024
0507110	Gurdon School District	Arkansas	0.752	0.031
0507140	Guy-Perkins Schools	Arkansas	0.815	0.024
0507170	Hackett Public Schools	Arkansas	0.872	0.024
0507230	Hampton School District	Arkansas	0.801	0.039
0507290	Harmony Grove School District	Arkansas	0.812	0.027
0507320	Harmony Grove School District	Arkansas	0.868	0.053
0507350	Harrisburg School District	Arkansas	0.896	0.033
0507380	Harrison School District	Arkansas	0.765	0.036
0507410	Hartford School District	Arkansas	0.872	0.024
0507530	Hazen School District	Arkansas	0.855	0.038
0507560	Heber Springs School District	Arkansas	0.846	0.051
0507620	Hector School District	Arkansas	0.791	0.03
0507680	Helena-West Helena School District	Arkansas	0.855	0.038
0507710	Hermitage School District	Arkansas	0.801	0.039
0507740	Cross County School District	Arkansas	0.896	0.033
0507770	Highland School District	Arkansas	0.739	0.026
0507840	Hope School District	Arkansas	0.778	0.037
0507860	Horatio School District	Arkansas	0.778	0.037
0507890	Hot Springs School District	Arkansas	0.83	0.033
0507920	Jessieville School District	Arkansas	0.83	0.033
0507990	Hoxie School District	Arkansas	0.753	0.032
0508010	Hughes School District	Arkansas	0.862	0.033
0508040	West Memphis School District	Arkansas	0.896	0.033
0508130	Huntsville School District	Arkansas	0.765	0.036
0508240	Jasper School District	Arkansas	0.767	0.031
0508280	Jonesboro Public Schools	Arkansas	0.822	0.025
0508340	Junction City School District	Arkansas	0.909	0.042
0508400	Riverview School District	Arkansas	0.805	0.033
0508490	Kirby School District	Arkansas	0.818	0.034
0508610	Lake Hamilton School District	Arkansas	0.83	0.033
0508640	Lakeside School District	Arkansas	0.853	0.036
0508670	Lakeside School District	Arkansas	0.83	0.033
0508700	Lamar School District	Arkansas	0.791	0.03
0508730	Lavaca Public Schools	Arkansas	0.872	0.024
0508940	Lincoln School District	Arkansas	0.852	0.027
0509000	Little Rock School District	Arkansas	0.884	0.013
0509060	Lonoke School District	Arkansas	0.797	0.049
0509150	Magazine Schools	Arkansas	0.752	0.031
0509190	Magnet Cove School District	Arkansas	0.801	0.039
0509240	Malvern Special School District	Arkansas	0.801	0.039
0509270	Mammoth Spring Schools	Arkansas	0.693	0.029
0509330	Mansfield School District	Arkansas	0.831	0.018
0509360	Lee County School District	Arkansas	0.855	0.038
0509390	Marion School District	Arkansas	0.896	0.033
0509420	Marked Tree School District	Arkansas	0.896	0.033
0509480	Searcy County School District	Arkansas	0.764	0.034
0509510	Marvell School District	Arkansas	0.855	0.038
0509540	Mayflower School District	Arkansas	0.815	0.024
0509570	Maynard School District	Arkansas	0.753	0.032
0509600	McCrory School District	Arkansas	0.855	0.038
0509630	McGehee School District	Arkansas	0.855	0.038
0509720	Melbourne School District	Arkansas	0.682	0.035
0509750	Mena Public Schools	Arkansas	0.778	0.037
0509780	Mineral Springs School District	Arkansas	0.805	0.025
0509840	Monticello School District	Arkansas	0.855	0.038
0509990	Mount Ida School District	Arkansas	0.754	0.03
0510080	Mount Vernon-Enola School District	Arkansas	0.812	0.022
0510170	Mountain Pine School District	Arkansas	0.83	0.033
0510200	Mountain View School District	Arkansas	0.681	0.035
0510260	Mountainburg Schools	Arkansas	0.765	0.036
0510290	Mulberry School District	Arkansas	0.765	0.036
0510320	South Pike County School District	Arkansas	0.815	0.032
0510380	Nashville School District	Arkansas	0.813	0.029
0510410	Nemo Vista School District	Arkansas	0.752	0.031
0510440	Nettleton School District	Arkansas	0.822	0.025
0510560	Norfork Schools	Arkansas	0.681	0.035
0510620	Norphlet School District	Arkansas	0.909	0.042
0510680	North Little Rock School District	Arkansas	0.884	0.013
0510920	Omaha School District	Arkansas	0.765	0.036
0510950	Osceola School District	Arkansas	0.896	0.033
0510980	Ouachita School District	Arkansas	0.801	0.039
0511010	Ozark School District	Arkansas	0.765	0.036
0511070	Pangburn School District	Arkansas	0.814	0.028
0511130	Paris School District	Arkansas	0.752	0.031
0511220	Parkers Chapel School District	Arkansas	0.909	0.042
0511340	Perryville School District	Arkansas	0.752	0.031
0511370	Piggott School District	Arkansas	0.753	0.032
0511610	Pocahontas School District	Arkansas	0.753	0.032
0511700	Pottsville Public Schools	Arkansas	0.791	0.03
0511730	Poyen School District	Arkansas	0.801	0.039
0511760	Prairie Grove School District	Arkansas	0.852	0.027
0511820	Prescott School District	Arkansas	0.818	0.034
0511850	Pulaski County Special School District	Arkansas	0.883	0.013
0511880	Quitman School District	Arkansas	0.829	0.03
0511970	Rogers Public Schools	Arkansas	1.118	0.021
0512000	Rose Bud School District	Arkansas	0.817	0.027
0512060	Russellville Schools	Arkansas	0.791	0.03
0512090	Salem School District	Arkansas	0.681	0.035
0512180	Scranton School District	Arkansas	0.752	0.031
0512210	Searcy School District	Arkansas	0.805	0.033
0512420	Shirley School District	Arkansas	0.751	0.03
0512450	Siloam Springs Schools	Arkansas	1.102	0.019
0512480	Sloan-Hendrix School District	Arkansas	0.753	0.032
0512510	Smackover School District	Arkansas	0.891	0.034
0512520	South Conway County School District	Arkansas	0.752	0.031
0512540	Southside School District	Arkansas	0.846	0.051
0512570	South Side-Bee Branch School District	Arkansas	0.76	0.027
0512630	Spring Hill School District	Arkansas	0.778	0.037
0512660	Springdale School District	Arkansas	0.882	0.025
0512870	Stephens School District	Arkansas	0.818	0.034
0512930	Strong School District	Arkansas	0.909	0.042
0512960	Stuttgart School District	Arkansas	0.797	0.049
0513080	Greene County Technical School District	Arkansas	0.753	0.032
0513110	Texarkana School District	Arkansas	0.778	0.037
0513230	Jackson County School District	Arkansas	0.756	0.032
0513350	Valley Springs School District	Arkansas	0.765	0.036
0513380	Valley View School District	Arkansas	0.822	0.025
0513410	Van Buren School District	Arkansas	0.765	0.036
0513530	Vilonia School District	Arkansas	0.815	0.024
0513560	Viola School District	Arkansas	0.681	0.035
0513680	Waldron School District	Arkansas	0.752	0.031
0513930	Watson Chapel School District	Arkansas	0.951	0.034
0514010	West Fork School District	Arkansas	0.852	0.027
0514020	Westside School District	Arkansas	0.791	0.03
0514040	West Side School District	Arkansas	0.838	0.047
0514140	White Hall School District	Arkansas	0.951	0.034
0514370	Wonderview School District	Arkansas	0.752	0.031
0514400	Woodlawn School District	Arkansas	0.797	0.049
0514430	Wynne Public Schools	Arkansas	0.896	0.033
0514490	Yellville-Summit School District	Arkansas	0.765	0.036
0600001	Acton-Agua Dulce Unified School District	California	1.129	0.004
0600006	Ross Valley Elementary School District	California	1.164	0.021
0600009	Cuyama Joint Unified School District	California	1.064	0.016
0600011	Fort Sage Unified School District	California	0.895	0.049
0600012	Twin Ridges Elementary School District	California	0.964	0.048
0600013	Rocklin Unified School District	California	1.11	0.016
0600014	Hesperia Unified School District	California	1.002	0.013
0600015	Lucerne Valley Unified School District	California	1.002	0.013
0600016	Upland Unified School District	California	1.002	0.013
0600017	Apple Valley Unified School District	California	1.002	0.013
0600018	Mountain Valley Unified School District	California	0.905	0.063
0600019	Dublin Unified School District	California	1.193	0.007
0600020	Pleasanton Unified School District	California	1.193	0.007
0600021	Sunol Glen Unified School District	California	1.193	0.007
0600022	Mendota Unified School District	California	0.987	0.013
0600025	Manhattan Beach Unified School District	California	1.129	0.004
0600026	El Tejon Unified School District	California	1.041	0.016
0600027	Lake Elsinore Unified School District	California	1.013	0.012
0600028	Temecula Valley Unified School District	California	1.013	0.012
0600029	Murrieta Valley Unified School District	California	1.013	0.012
0600031	Pacific Unified School District	California	1.081	0.02
0600032	Redondo Beach Unified School District	California	1.129	0.004
0600033	Dos Palos-Oro Loma Joint Unified School District	California	1.004	0.031
0600034	Windsor Unified School District	California	1.081	0.017
0600035	Farmersville Unified School District	California	0.984	0.033
0600036	Natomas Unified School District	California	1.075	0.007
0600037	Ferndale Unified School District	California	0.845	0.025
0600038	Mattole Unified School District	California	0.845	0.025
0600039	Delhi Unified School District	California	1.007	0.035
0600040	Riverdale Joint Unified School District	California	0.986	0.013
0600042	Warner Unified School District	California	1.073	0.005
0600043	Scotts Valley Unified School District	California	1.056	0.026
0600044	Healdsburg Unified School District	California	1.081	0.017
0600045	Orland Joint Unified School District	California	1.022	0.109
0600046	Gonzales Unified School District	California	1.081	0.02
0600047	Tracy Unified School District	California	1.04	0.02
0600048	Paso Robles Joint Unified School District	California	1.015	0.018
0600049	Coast Unified School District	California	1.015	0.018
0600051	Gridley Unified School District	California	0.944	0.021
0600052	Eureka City Unified School District	California	0.845	0.025
0600060	Hughson Unified School District	California	1.058	0.028
0600061	Riverbank Unified School District	California	1.058	0.028
0600062	Oakdale Joint Unified School District	California	1.058	0.028
0600063	Waterford Unified School District	California	1.058	0.028
0600064	Porterville Unified School District	California	0.984	0.033
0600065	Dinuba Unified School District	California	0.984	0.033
0600067	Caruthers Unified School District	California	0.987	0.013
0600068	Golden Valley Unified School District	California	1.043	0.046
0600069	Valley Center-Pauma Unified School District	California	1.073	0.005
0600116	Chawanakee Unified School District	California	1.043	0.046
0600153	Alhambra Unified School District	California	1.129	0.004
0600158	Turlock Unified School District	California	1.057	0.028
0600159	Scott Valley Unified School District	California	0.844	0.052
0600160	Yosemite Unified School District	California	1.043	0.046
0601331	Trinity Alps Unified School District	California	0.905	0.063
0601332	Twin Rivers Unified School District	California	1.075	0.007
0601339	Hamilton Unified School District	California	1.024	0.11
0601409	Bishop Unified School District	California	0.942	0.051
0601410	Lammersville Joint Unified School District	California	1.041	0.02
0601414	Santa Barbara Unified School District	California	1.062	0.017
0601415	Washington Unified School District	California	0.987	0.013
0601418	Woodlake Unified School District	California	0.984	0.033
0601420	Fortuna Elementary School District	California	0.845	0.025
0601421	Santa Paula Unified School District	California	1.084	0.014
0601423	Exeter Unified School District	California	0.984	0.033
0601620	ABC Unified School District	California	1.129	0.004
0601650	Acalanes Union High School District	California	1.208	0.012
0601680	Ackerman Elementary School District	California	1.11	0.016
0601710	Adelanto Elementary School District	California	1.002	0.013
0601770	Alameda City Unified School District	California	1.193	0.007
0601860	Albany City Unified School District	California	1.193	0.007
0601890	Alexander Valley Union Elementary School District	California	1.081	0.017
0601950	Alisal Union Elementary School District	California	1.081	0.02
0601980	Allensworth Elementary School District	California	0.984	0.033
0602010	Alpaugh Unified School District	California	0.984	0.033
0602070	Alpine County Unified School District	California	0.942	0.051
0602100	Alpine Union Elementary School District	California	1.073	0.005
0602160	Alta Loma Elementary School District	California	1.002	0.013
0602220	Alta Vista Elementary School District	California	0.984	0.033
0602250	Alta-Dutch Flat Union Elementary School District	California	1.11	0.016
0602310	Alum Rock Union Elementary School District	California	1.32	0.006
0602360	Alview-Dairyland Union Elementary School District	California	1.043	0.046
0602370	Alvina Elementary School District	California	0.987	0.013
0602430	Alvord Unified School District	California	1.013	0.012
0602450	Amador County Unified School District	California	1.069	0.032
0602610	Anaheim Elementary School District	California	1.106	0.006
0602630	Anaheim Union High School District	California	1.106	0.006
0602670	West Sonoma County Union High School District	California	1.081	0.017
0602700	Anderson Union High School District	California	0.922	0.031
0602730	Anderson Valley Unified School District	California	0.925	0.045
0602760	Antelope Elementary School District	California	0.905	0.061
0602820	Antelope Valley Union Joint High School District	California	1.129	0.004
0602850	Antioch Unified School District	California	1.208	0.012
0602970	Arcadia Unified School District	California	1.129	0.004
0603000	Arcata Elementary School District	California	0.845	0.025
0603030	Northern Humboldt Union High School District	California	0.845	0.025
0603060	Arcohe Union Elementary School District	California	1.075	0.007
0603090	Arena Union Elementary School District	California	0.925	0.045
0603180	Armona Union Elementary School District	California	0.979	0.035
0603270	Arvin Union Elementary School District	California	1.039	0.017
0603300	Atascadero Unified School District	California	1.015	0.018
0603420	Atwater Elementary School District	California	1.007	0.035
0603480	Auburn Union Elementary School District	California	1.11	0.016
0603600	Azusa Unified School District	California	1.129	0.004
0603610	Baker Valley Unified School District	California	1.002	0.013
0603630	Bakersfield City Elementary School District	California	1.039	0.017
0603690	Baldwin Park Unified School District	California	1.129	0.004
0603720	Ballard Elementary School District	California	1.062	0.017
0603750	Ballico-Cressey Elementary School District	California	1.007	0.035
0603780	Bangor Union Elementary School District	California	0.944	0.021
0603840	Banning Unified School District	California	1.013	0.012
0603870	Banta Elementary School District	California	1.04	0.02
0604020	Barstow Unified School District	California	1.002	0.013
0604080	Bass Lake Joint Union Elementary School District	California	1.042	0.045
